ocs_nome;ocs_tipo;ocs_contrato_numero;ocs_inicio_vigencia;ocs_termino_vigencia;especialidades;proc_codigo_dgp;proc_origem;proc_descricao;valor;tabela_referencia;descricao_grupo
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000334;OCS_LOCAL;"1 (uma) visita semanal do Enfermeiro;	5 (cinco) atendimentos semanais do Fisioterapeuta;	1 (uma) visita semanal do Médico; 1 (uma) visita mensal do Psicólogo quando solicitado pelo médico; 2 (dois) atendimentos semanais do Fonoaudiólog;	1 (uma) visita quinzenal do Nutricionista";506.0;;PERMANÊNCIA DE 24h
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000335;OCS_LOCAL;Atendimento;66.0;;ASSISTENTE SOCIAL
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000336;OCS_LOCAL;Visita;70.0;;ENFERMEIRO
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000337;OCS_LOCAL;Procedimento;70.0;;ENFERMEIRO
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000338;OCS_LOCAL;Atendimento;42.0;;FISIOTERAPEUTA
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000339;OCS_LOCAL;Atendimento;52.0;;FONOAUDIOLOGISTA
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000340;OCS_LOCAL;Visita;250.0;;MÉDICO
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000341;OCS_LOCAL;Atendimento Pré-Hospitalar;360.0;;MÉDICO
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000342;OCS_LOCAL;Atendimento;45.0;;NUTRICIONISTA
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000343;OCS_LOCAL;Atendimento;66.0;;PSICÓLOGO
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000344;OCS_LOCAL;2 h;50.0;;TÉCNICO DE ENFERMAGEM
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000345;OCS_LOCAL;Atendimento;66.0;;TERAPEUTA OCUPACIONAL
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000346;OCS_LOCAL;Preço/dia;16.0;;Air – Sep + Backup (Inalador p/ Concentrador O2)
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000347;OCS_LOCAL;Preço/dia;0.75;;Ambú Borracha Adulto
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000348;OCS_LOCAL;Preço/dia;0.67;;Ambú Borracha Infantil
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000349;OCS_LOCAL;Preço/dia;0.85;;Ambú Silicone Adulto
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000350;OCS_LOCAL;Preço/dia;0.77;;Ambú Silicone Infantil
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000351;OCS_LOCAL;Preço/dia;1.67;;Andador Articulado Alumínio
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000352;OCS_LOCAL;Preço/dia;1.89;;Andador Articulado Cromado
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000353;OCS_LOCAL;Preço/dia;1.0;;Aparelho de Pressão Adulto
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000354;OCS_LOCAL;Preço/dia;1.0;;Aparelho de Pressão Infantil
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000355;OCS_LOCAL;Preço/dia;1.0;;Aparelho de Pressão Neonatal
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000356;OCS_LOCAL;Preço/dia;1.8;;Aparelho de glicemia
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000357;OCS_LOCAL;Preço/dia;52.0;;Aspirador Cough Assistido
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000358;OCS_LOCAL;Preço/dia;4.0;;Aspirador de Secreção 1 litro
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000359;OCS_LOCAL;Preço/dia;6.0;;Aspirador de Secreção 5 litros
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000360;OCS_LOCAL;Preço/dia;6.0;;Aspirador de Secreção 10 litros
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000361;OCS_LOCAL;Preço/dia;6.0;;Aspirador de Secreção Easy Go Vac Pediátrico
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000362;OCS_LOCAL;Preço/dia;6.0;;Aspirador de Secreção Elétrico
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000363;OCS_LOCAL;Preço/dia;3.0;;Aspirador Venture
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000364;OCS_LOCAL;Preço/dia;4.33;;Balança Digital Adulto/ Infantil
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000365;OCS_LOCAL;Preço/dia;3.33;;Balança Infantil Manual
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000366;OCS_LOCAL;Preço/dia;3.0;;Base Aquecida
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000367;OCS_LOCAL;Preço/dia;3.0;;Base Aquecida Breas
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000368;OCS_LOCAL;Preço/dia;3.0;;Base Aquecida do Vivo
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000369;OCS_LOCAL;Preço/dia;3.3;;Base Aquecida Fischer E Payel
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000370;OCS_LOCAL;Preço/dia;0.9;;Bengala de 4 pontas
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000371;OCS_LOCAL;Preço/dia;3.0;;Berço Infantil Manual com Grade Fowler
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000372;OCS_LOCAL;Preço/dia;15.25;;Bipap Breas PV 101
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000373;OCS_LOCAL;Preço/dia;15.25;;Bipap Breas PV 102
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000374;OCS_LOCAL;Preço/dia;15.25;;Bipap Eclipse Delta
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000375;OCS_LOCAL;Preço/dia;15.25;;Bipap Pró
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000376;OCS_LOCAL;Preço/dia;33.0;;Bipap Synchrony
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000377;OCS_LOCAL;Preço/dia;15.25;;Bipap Vivo 30
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000378;OCS_LOCAL;Preço/dia;3.0;;Bolsa Porta Homelox
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000379;OCS_LOCAL;Preço/dia;5.0;;Bomba de Infusão
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000380;OCS_LOCAL;Preço/dia;2.1;;Cabresto para máscara de CPAP
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000381;OCS_LOCAL;Preço/dia;4.14;;Cadeira de Rodas Alumínio Agile
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000382;OCS_LOCAL;Preço/dia;3.9;;Cadeira de Rodas Cromada
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000383;OCS_LOCAL;Preço/dia;4.98;;Cadeira de Rodas Cromada Articulada Obeso
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000384;OCS_LOCAL;Preço/dia;3.6;;Cadeira de Rodas Cromada Dobrável até 100 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000385;OCS_LOCAL;Preço/dia;3.0;;Cadeira de Rodas Cromada Simples até 100 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000386;OCS_LOCAL;Preço/dia;3.6;;Cadeira de Rodas Dobrável Articulada até 80 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000387;OCS_LOCAL;Preço/dia;3.0;;Cadeira de Rodas Dobrável Simples até 80 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000388;OCS_LOCAL;Preço/dia;7.0;;Cadeira de Rodas Kr Braços e pés removíveis
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000389;OCS_LOCAL;Preço/dia;5.6;;Cadeira de Rodas Obeso até 180 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000390;OCS_LOCAL;Preço/dia;7.0;;Cadeira de rodas AVD reclinável com apoio cabeça
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000391;OCS_LOCAL;Preço/dia;1.5;;Cadeira Higiênica
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000392;OCS_LOCAL;Preço/dia;2.0;;Cadeira Higiênica c/ braço removível até 90 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000393;OCS_LOCAL;Preço/dia;2.0;;Cadeira Higiênica c/ braço removível Obeso
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000394;OCS_LOCAL;Preço/dia;7.0;;Cadeira Higiênica Br c/ coletor universal
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000395;OCS_LOCAL;Preço/dia;3.0;;Cadeira Higiênica Obeso até 120 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000396;OCS_LOCAL;Preço/dia;15.0;;Cama Elétrica com 5 movimentos
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000397;OCS_LOCAL;Preço/dia;10.9;;Cama Hospitalar Elétrica c/ grade e colchão até 80 kg - Nacional
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000398;OCS_LOCAL;Preço/dia;16.1;;Cama Hospitalar Elétrica c/ grade e colchão Obeso
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000399;OCS_LOCAL;Preço/dia;6.0;;Cama Hospitalar Mecânica c/ grade e colchão até 80 kg
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000400;OCS_LOCAL;Preço/dia;7.0;;Cama Hospitalar  Mecânica c/ grade e colchão Obeso
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000401;OCS_LOCAL;Preço/dia;4.85;;Câmara da Base Aquecida
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000402;OCS_LOCAL;Preço/dia;10.33;;Cesto do guincho
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000403;OCS_LOCAL;Preço/dia;1.45;;Cateter de oxigênio com extensão 7m
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000404;OCS_LOCAL;Preço/dia;0.3;;Cateter de oxigênio tipo óculos
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000405;OCS_LOCAL;Preço venda;88.0;;Circuito Bipap não invasivo
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000406;OCS_LOCAL;Preço venda;168.0;;Circuito Bipap Sistema Invasivo
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000407;OCS_LOCAL;Preço venda;153.0;;Circuito CPAP invasivo
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000408;OCS_LOCAL;Preço venda;35.0;;Conector 6x22
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000409;OCS_LOCAL;Preço venda;147.0;;Copo macronebulizador com haste
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000410;OCS_LOCAL;Preço venda;145.0;;Copo para aspirador elétrico
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000411;OCS_LOCAL;Preço/dia;6.2;;Colchão Pneumático
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000412;OCS_LOCAL;Preço/dia;13.5;;Concentrador 2 em 1 O2  + Inalador c/ Backup
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000413;OCS_LOCAL;Preço/dia;16.0;;Concentrador 3 em 1 O2  + Nebulizador c/ Backup
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000414;OCS_LOCAL;Preço/dia;23.0;;Concentrador 3 em 1 O2  + Nebulizador c/ Backup 10 l
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000415;OCS_LOCAL;Preço/dia;13.5;;Concentrador de O2
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000416;OCS_LOCAL;Preço/dia;6.66;;CPAP
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000417;OCS_LOCAL;Preço/dia;10.4;;CPAP solo LX
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000418;OCS_LOCAL;Preço/dia;0.3;;Escada 2 degraus
